ligne,station,ordre,correspondance,latitude,longitude
METRO 13 2,Invalides,13,METRO 2,48.86002845820200,2.3139151192031500
METRO 13 2,Varenne,14,,48.85687137924920,2.315056637317090
METRO 13 2,Saint-François-Xavier,15,"METRO 3, METRO 12, METRO 14, RER E",48.85144170744030,2.314408121472490
METRO 13 2,Duroc,16,METRO 9,48.84698910613950,2.3170052357372500
METRO 13 2,Montparnasse – Bienvenüe,17,METRO 1,48.842102207208600,2.321278562744630
METRO 13 2,Gaîté,18,"METRO 8, RER C",48.838631646237200,2.322491748462240
METRO 13 2,Pernety,19,,48.83422588267790,2.318616414425380
METRO 13 2,Plaisance,20,,48.83182565048560,2.3141223234590200
METRO 13 2,Porte de Vanves,21,METRO 10,48.82779554349540,2.305534669653900
METRO 13 2,Malakoff - Plateau de Vanves,22,"METRO 4, METRO 6, METRO 12",48.822583707737100,2.298464191958540
METRO 13 2,Malakoff – Rue Étienne Dolet,23,,48.81530753120020,2.2970777969729800
METRO 13 2,Châtillon – Montrouge,24,,48.810746486780900,2.3016785554824300
METRO 14,Saint-Denis–Pleyel,1,"METRO 13, RER D, RER E",48.91746894101900,2.3465446215359800
METRO 14,Mairie de Saint-Ouen,2,METRO 13,48.91196489788090,2.3339248904797100
METRO 14,Saint-Ouen,3,RER C,48.9045663899011,2.3226263683342300
METRO 14,Porte de Clichy,4,"METRO 13, RER C",48.8946243340091,2.3142338462894300
METRO 14,Pont Cardinet,5,,48.88956082831540,2.3151768973047800
METRO 14,Saint-Lazare,6,"METRO 3, METRO 12, METRO 13, METRO 14, RER E",48.87515128791020,2.324380555428910
METRO 14,Madeleine,7,"METRO 8, METRO 12, METRO 14",48.87023324339990,2.325163546827900
METRO 14,Pyramides,8,"METRO 7, METRO 14",48.86590673959420,2.3341895419682500
METRO 14,Châtelet,9,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER A, RER B, RER D",48.85763141070010,2.3480365654004000
METRO 14,Gare de Lyon,10,"METRO 1, METRO 14, RER A, RER D",48.84476017126670,2.373593653262280
METRO 14,Bercy,11,"METRO 6, METRO 14",48.83908128024200,2.383028081146450
METRO 14,Cour Saint-Émilion,12,,48.83333855925170,2.386632402066990
METRO 14,Bibliothèque François Mitterrand,13,RER C,48.82999019989920,2.375747983215600
METRO 14,Olympiades,14,METRO 14,48.82727083601130,2.3680326484142800
METRO 14,Maison Blanche,15,METRO 7,48.82218265855660,2.358551348202200
METRO 14,Hôpital Bicêtre,16,,48.80981003194870,2.349750100298350
METRO 14,Villejuif–Gustave Roussy,17,,48.79305491267370,2.34936523945399
METRO 14,L'Haÿ-les-Roses,18,,48.77531361288960,2.354364943199500
METRO 14,Chevilly-Larue,19,,48.75955015404930,2.366485372253660
METRO 14,Thiais–Orly,20,,48.746978700693800,2.372839696785620

METRO 14,Aéroport d'Orly,21,,48.72955072266280,2.3682641286195800
